Partner, Date, Manager Nickname, Worker Nickname, Number, Partner Nickname, Partner ID, Money Out, Money In, Type
P, 13-05-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 2830.0, 446.4285714285714, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 49196.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 2049.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 30873.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 13-06-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 5385.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 78125.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 0.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 47771.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 13-07-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 11194.61, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 120629.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 0.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 59397.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 13-08-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 4140.357142857143, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 26319.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 2574.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 33178.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 13-09-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 2703.690476190476, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 2, อลอนสตาร์, อลอนสตาร์, 70407.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 3, ปีนัง, 2.0, 5345.47619047619, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 46830.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 10720.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-01-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 4716.547619047619, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 21246.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 7170.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 28220.0, 5000.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-10-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 8213.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 58445.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 7638.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 37654.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-11-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 7038.214285714285, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 9936.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 8280.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 43925.0, 7500.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-02-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 6650.7, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 122750.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 6979.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 77586.0, 18000.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-02-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 4336.547619047619, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 27366.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 16560.0, 75000.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 23101.0, 7500.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-03-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 2916.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 39580.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 414.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 37721.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-05-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 76.19047619047619, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 3204.404761904762, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 47740.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 3429.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 30873.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-06-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 12112.52, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 117015.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 0.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 56540.0, 180000.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 14-08-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 6186.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 43012.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 4091.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 0.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 31878.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-11-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 5168.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 4291.190476190476, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 12016.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 8280.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 31516.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-02-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 4610.47619047619, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 27366.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 16560.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 30471.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-03-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 4273.571428571428, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 50208.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 13193.0, 75000.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 32789.0, 25000.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-04-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 2407.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 37841.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 497.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 35443.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-05-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 4275.0, 9000.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 52634.0, 112500.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 442.0, 0.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 28669.0, 45000.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-06-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 786.4285714285714, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 12596.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-07-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 83.80952380952381, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 1750.595238095238, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 10548.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 0.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 19868.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 15-08-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 7814.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 35592.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 1829.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 46554.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 16-01-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 10995.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 99159.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 15609.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 55409.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 16-12-2015, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 3110.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 30710.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 4170.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 29547.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 16-02-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 2040.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 3153.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 95211.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 11499.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 43952.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 16-03-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 1, ปีนัง Ringgit, ปีนัง Ringgit, 3017.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 31873.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 4, เฮียง้วน, เฮียง้วน, 1277.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 5, สมชาย, สมชาย, 27202.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 6, อ้อยซ้ายขวัญ, อ้อยซ้ายขวัญ, 0.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 7, RN, RN, 0.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 8, ม, ม, 0.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 9, T5, T5, 0.0, 0.0, M
P, 16-04-2016, MalayP2, รายการโป๊ว, 10, โกว, โกว, 0.0, 0.0, M
P, 16-05-2015, MalayP2, รายการโป๊ว, 1, ปีนัง, 1.0, 1115.952380952381, 0.0, M
P, 16-05-2015, MalayP2, รายการโป๊ว, 2, ปีนัง, 2.0, 9354.642857142857, 0.0, M
P, 16-05-2015, MalayP2, รายการโป๊ว, 3, อลอนสตาร์, อลอนสตาร์, 66230.0, 0.0, M
